talk_id,speaker_name,institution,session_title,opportunity_type,priority,description,transcript_evidence,crispro_angle
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development::unknown::1,Lauren Price,U.S. Food and Drug Administration,power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,platform_superiority_angle,high,"Opportunity to demonstrate CrisPRO's ability to quantitatively assess similarity across disease, pharmacology, and response, supporting FDA's extrapolation framework.",Speaker highlighted the three-step extrapolation framework and need for quantitative similarity assessments.,CrisPRO can generate similarity scores and exposure‑response bridging models to satisfy FDA’s evidence requirements.
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development::unknown::2,Jiang Liu,U.S. Food and Drug Administration,power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,platform_superiority_angle,medium,CrisPRO can extend MIDD capabilities by integrating QSP and PBPK models to predict pediatric exposure‑response more accurately.,"Speaker emphasized the role of mechanistic models (PK/PD, PBPK, QSP) in bridging adult and pediatric data.",CrisPRO’s computational spine can automate model building and uncertainty quantification for rapid extrapolation.
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development::unknown::3,Nicole Dresner,U.S. Food and Drug Administration,power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,biomarker_stratification_gap,high,Develop a pediatric‑specific SSTR expression and hereditary syndrome biomarker panel to better select adolescents who may benefit from Lutathera.,Speaker noted higher proportion of hereditary cancer predisposition syndromes in pediatric GEP‑NETs.,CrisPRO can integrate genomic and imaging biomarkers to generate a risk‑benefit score for individual patients.
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development::unknown::3,Nicole Dresner,U.S. Food and Drug Administration,power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,trial_design_improvement,medium,Design a Bayesian adaptive trial that leverages adult data as a prior to allow smaller pediatric cohorts while still providing credible efficacy estimates.,Speaker highlighted the infeasibility of a randomized pediatric trial due to disease rarity.,CrisPRO’s statistical engine can construct informative priors from adult NETTER‑1 data to power pediatric Bayesian designs.
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development::unknown::4,Mansi Dalal,U.S. Food and Drug Administration,power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,resistance_mechanism_addressable,high,Identify CD19 loss or splice variants in pediatric B‑ALL using CrisPRO’s genomic analysis to anticipate resistance to blinatumomab.,Speaker noted uniform CD19 expression but did not discuss potential loss mechanisms.,CrisPRO can scan pediatric sequencing datasets for CD19 alterations and flag patients at risk.
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development::unknown::4,Mansi Dalal,U.S. Food and Drug Administration,power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,biomarker_stratification_gap,medium,"Develop age‑specific pharmacodynamic biomarkers (e.g., cytokine profiles) to refine dosing and mitigate neurotoxicity.",Speaker mentioned lower neurological toxicity in children but lacked detailed PD data.,CrisPRO can integrate cytokine time‑course data to model exposure‑toxicity relationships for different age groups.
precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal::unknown::1,Yaw Bediako,"Yamachi (genomics biotech company, Ghana)",precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal,biomarker_stratification_gap,high,"Develop computational models to prioritize novel African-specific variants for clinical actionability, addressing the gap where existing panels miss African ancestry variants","Speaker said: ""We found a large number of seemingly novel variants... 67% of the 56 samples harbored novel variants in known cancer genes.""",CrisPRO can integrate TACA genomic data with functional annotation pipelines to predict driver potential and suggest repurposing opportunities
precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal::unknown::1,Yaw Bediako,"Yamachi (genomics biotech company, Ghana)",precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal,trial_design_improvement,medium,Redesign future TACA recruitment to include early-stage and diverse cancer types to improve statistical power for driver discovery,"Speaker said: ""We are currently recruiting over 500 individuals... Most of the samples we have so far are breast cancer patients.""",CrisPRO can simulate cohort designs and predict power for detecting ancestry-specific drivers under varied enrollment criteria
precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal::unknown::2,Nyasha Chambwe,Northwell Health / New York Genome Center,precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal,resistance_mechanism_addressable,high,Target MECOM short isoform amplification in African ancestry endometrial tumors using CrisPRO-designed small molecules or degraders,"Speaker said: ""MECOM focal gain prevalence was much higher at around 35% to 36% in African ancestry""",CrisPRO can model the structural impact of MECOM isoform-specific amplifications and design proteolysis-targeting chimeras (PROTACs) to selectively degrade the oncogenic short isoform
precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal::unknown::2,Nyasha Chambwe,Northwell Health / New York Genome Center,precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal,biomarker_stratification_gap,medium,Develop ancestry-informed CD8 T cell infiltration predictive model to identify patients who may benefit from combination immunotherapy,"Speaker said: ""Higher African ancestry individuals tended to have lower CD8 T cell infiltration""",CrisPRO can integrate genomic ancestry coefficients with transcriptomic immune signatures to generate a risk score for immunotherapy response
precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal::unknown::2,Nyasha Chambwe,Northwell Health / New York Genome Center,precision-for-all-harnessing-multi-omic-technologies-to-eliminate-cancer-inequal,failed_asset_salvage,low,"Reassess existing targeted agents (e.g., PARP inhibitors) for efficacy in tumors with African ancestry–enriched FBXW7 mutations","Speaker said: ""We identified enrichment of FBXW7 mutations... in African ancestry""",CrisPRO can predict synthetic lethal interactions with FBXW7 loss and prioritize repurposing candidates
precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy::unknown::1,Professor Yujin Hosoda,University of Texas Southwestern Medical Center,precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy,biomarker_stratification_gap,high,"Risk signature (PLS‑Sec) could be used to enrich high‑risk cirrhosis patients for chemoprevention trials, addressing current lack of molecular pre‑selection.","Speaker said: ""there is still the room for the improvement... many people are working on a biomarker discovery... we call the HCC risk signature... validated in multicenter prospective cohorts""",CrisPRO can compute patient‑specific risk scores from transcriptomic data and simulate trial enrichment scenarios.
precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy::unknown::1,Professor Yujin Hosoda,University of Texas Southwestern Medical Center,precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy,resistance_mechanism_addressable,medium,Erlotinib fails in larger tumors due to poor tumor cell uptake; CrisPRO could identify alternative EGFR‑independent pathways active in established HCC for combination design.,"Speaker said: ""PK study suggest neoplastic cell do not uptake erlotinib comparing to the other fast generation EGFR inhibitor""",CrisPRO can model drug‑target engagement across cell‑type specific expression to prioritize agents with better tumor penetration.
precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy::unknown::1,Professor Yujin Hosoda,University of Texas Southwestern Medical Center,precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy,platform_superiority_angle,high,CrisPRO’s dynamic simulation of surrogate biomarker trajectories could replace long‑term incidence endpoints in chemoprevention trials.,"Speaker asked: ""can this biomarker serve as a surrogate endpoint?"" and presented early modulation data.","Leverages longitudinal multi‑omics to predict clinical outcome from early biomarker shifts, reducing trial duration."
precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy::unknown::2,Dr. Manon Allaire,"La Pitié‑Salpêtrière Hospital, Paris (Inserm Centre de Recherche des Cordeliers)",precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy,biomarker_stratification_gap,high,Integrate gamma‑delta T‑cell signature into trial eligibility for atezo‑bev to enrich responders.,"Speaker said: ""higher level of gamma delta T cell at baseline was associated with disease control at imaging at six months""",CrisPRO can compute composite immune scores from peripheral blood transcriptomics and simulate enrichment impact on trial power.
precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy::unknown::2,Dr. Manon Allaire,"La Pitié‑Salpêtrière Hospital, Paris (Inserm Centre de Recherche des Cordeliers)",precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy,trial_design_improvement,medium,Use HepatoSAJ CT model to stratify patients for prophylactic beta‑blocker use in prospective decompensation prevention trial.,"Speaker said: ""the AI model based only on the baseline CT succeeded to clearly differentiate two group of patient, one with a high risk of liver decompensation""",CrisPRO can model combined imaging‑clinical risk scores and predict event‑free survival under beta‑blocker intervention.
precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy::unknown::2,Dr. Manon Allaire,"La Pitié‑Salpêtrière Hospital, Paris (Inserm Centre de Recherche des Cordeliers)",precision-liver-cancer-care-across-the-continuum-from-prevention-to-therapy,failed_asset_salvage,medium,Re‑evaluate erlotinib chemoprevention by pairing with CrisPRO‑predicted high‑risk myofibroblast activation patients.,Speaker highlighted erlotinib improved risk signature only in a subset and failed in larger tumors.,"CrisPRO can identify patients with high EGFR‑myofibroblast activity from multi‑omics, rescuing erlotinib’s niche."
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::1,Dr. Berneo,"National Cancer Institute, Division of Cancer Epidemiology and Genetics",precision-prevention-advances-in-early-detection-and-risk-assessment,biomarker_stratification_gap,high,Develop CrisPRO models to predict which therapy‑associated CH events will progress to hematologic malignancy,Speaker highlighted that therapy‑associated MCAs differ from those linked to hematologic malignancy,"Use computational spine to integrate genomic, epigenomic, and clinical exposure data to prioritize high‑risk CH clones"
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::2,Dr. Druwesh,Institution not specified,precision-prevention-advances-in-early-detection-and-risk-assessment,failed_asset_salvage,medium,Apply CrisPRO to detect low‑frequency APC mosaicism from blood cfDNA,Speaker noted that mosaic APC variants were detectable at very low frequency in blood,Leverage ultra‑sensitive cfDNA fragmentomics to capture mosaic events missed by standard sequencing
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::3,Dr. DeWitt,Institution not specified,precision-prevention-advances-in-early-detection-and-risk-assessment,combination_partner,high,Integrate CrisPRO collagen‑signature modeling with socioeconomic data to stratify high‑risk patients,Speaker linked poverty burden to increased CD4‑biased T‑cell landscape and collagen alignment,Use computational spine to combine histologic collagen quantification with transcriptomic and socioeconomic features
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::4,Dr. Abubakar,"National Cancer Institute, DCEG",precision-prevention-advances-in-early-detection-and-risk-assessment,biomarker_stratification_gap,high,Apply CrisPRO to automate detection of micro‑dysplastic signatures from digitized H&E slides,Speaker highlighted that computational single‑cell pathology identified signatures predictive of cancer,Use deep‑learning spine to extract nuclear morphometry and stromal cell density at scale
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::4,Dr. Abubakar,"National Cancer Institute, DCEG",precision-prevention-advances-in-early-detection-and-risk-assessment,trial_design_improvement,medium,Design prospective screening trial enrolling women with micro‑dysplastic signatures for intensified surveillance,Speaker noted increased risk even when signatures detected up to 5 years before cancer,Provide risk scores to stratify participants for imaging follow‑up
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::5,Dr. Advani,Astron,precision-prevention-advances-in-early-detection-and-risk-assessment,platform_superiority_angle,medium,Combine CrisPRO proteomic signature extraction with existing deep proteomics to improve specificity in dense breasts,"Speaker highlighted need for cost‑effective, sensitive test for dense breast tissue",Integrate protein‑level features with CrisPRO genomic spine for multimodal risk scoring
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::6,Dr. Bergamaschi,Institution not specified,precision-prevention-advances-in-early-detection-and-risk-assessment,combination_partner,high,Pair CrisPRO fragmentomic analysis with 5‑hmC signatures to boost early‑stage detection,Speaker demonstrated complementary value of fragment size and epigenetic marks,Integrate CrisPRO fragment length distribution with 5‑hmC feature set for a unified classifier
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::6,Dr. Bergamaschi,Institution not specified,precision-prevention-advances-in-early-detection-and-risk-assessment,trial_design_improvement,medium,Prospective longitudinal trial enrolling new‑onset diabetes patients with serial CrisPRO monitoring,Speaker noted ongoing interventional studies for pre‑diagnostic validation,Use CrisPRO to generate dynamic risk trajectories over time
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::7,Dr. Annapragada,Johns Hopkins University,precision-prevention-advances-in-early-detection-and-risk-assessment,resistance_mechanism_addressable,high,Use CrisPRO to model fragmentomic changes that precede HCC development in cirrhosis,Speaker showed that fragment size shifts correlate with cirrhosis‑specific cell‑type contributions,Apply computational spine to longitudinal cfDNA to flag high‑risk trajectories
precision-prevention-advances-in-early-detection-and-risk-assessment::unknown::7,Dr. Annapragada,Johns Hopkins University,precision-prevention-advances-in-early-detection-and-risk-assessment,biomarker_stratification_gap,medium,"Integrate CrisPRO liver‑specific repeat‑element signatures with existing fibrosis scores (e.g., FIB‑4)",Speaker noted improvement over FIB‑4 in detecting advanced fibrosis,Combine repeat‑element k‑mer profiles with clinical variables for a composite risk score
precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening::unknown::1,Graham Colditz,Washington University School of Medicine in St. Louis,precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening,biomarker_stratification_gap,high,"Develop a unified, calibrated absolute risk biomarker panel (e.g., integrating imaging‑derived risk with genomic and clinical data) to define consistent cut‑points for screening intervals","Speaker said: ""If we could get a good measure of absolute risk, how do we frame the screening, starting and frequency to actually get to that population benefit?""",CrisPRO can integrate multi‑omic and imaging features to generate a composite risk score with validated thresholds
precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening::unknown::1,Graham Colditz,Washington University School of Medicine in St. Louis,precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening,trial_design_improvement,medium,"Design a prospective, risk‑stratified screening trial using a single, pre‑specified risk threshold and uniform interval definitions","Speaker noted: ""We have no consistent map of risk and screening frequency""",CrisPRO can simulate trial outcomes under various risk thresholds to optimize design before launch
precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening::unknown::2,Mingyang Song,Harvard School of Public Health,precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening,resistance_mechanism_addressable,high,Integrate polygenic risk scores with colonoscopy quality (ADR) and polyp pathology to refine surveillance intervals,"Speaker said: ""Polygenic risk score is strongly associated with higher risk of CRC among individuals who have received a colonoscopy"" and ""Patients with high‑risk polyps and low ADR have over a threefold increased risk""","CrisPRO can model multi‑dimensional risk (genomics, procedural quality, histology) to generate individualized surveillance recommendations"
precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening::unknown::2,Mingyang Song,Harvard School of Public Health,precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening,platform_superiority_angle,medium,Apply AI‑driven image analysis to colonoscopy videos to improve ADR and reduce interval cancers,"Speaker noted: ""AI has been widely used in colonoscopy... computer‑aided colonoscopy can help physicians better spot polyps""",CrisPRO’s computational spine can incorporate AI‑derived detection metrics as quantitative inputs for risk modeling
precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening::unknown::2,Mingyang Song,Harvard School of Public Health,precision-screening-opportunities-to-enhance-the-benefits-of-cancer-screening,trial_design_improvement,medium,"Design a prospective, risk‑stratified colonoscopy surveillance trial using combined PRS and ADR thresholds",Speaker highlighted low adherence and modest predictive performance of current tools,Simulate trial power and endpoint outcomes under various risk‑stratification schemas
presidential-address-mapping-the-molecular-landscape-of-head-and-neck-cancer-to-::unknown::1,Lillian L. Siu,"Princess Margaret Cancer Centre, University of Toronto",presidential-address-mapping-the-molecular-landscape-of-head-and-neck-cancer-to-,biomarker_stratification_gap,high,"Need for an ultra‑sensitive, tumor‑agnostic ctDNA assay that can reliably detect MRD in head‑and‑neck cancers where current assays miss low‑fraction disease","Speaker noted that ""the RADAR assay did quite well"" but also that ""we were not able to detect using that assay despite it being very sensitive"" in several relapsed patients",CrisPRO's computational spine can integrate ultra‑deep sequencing with machine‑learning‑based error suppression to push detection limits below 0.01% allele fraction
presidential-address-mapping-the-molecular-landscape-of-head-and-neck-cancer-to-::unknown::1,Lillian L. Siu,"Princess Margaret Cancer Centre, University of Toronto",presidential-address-mapping-the-molecular-landscape-of-head-and-neck-cancer-to-,resistance_mechanism_addressable,medium,Identify ctDNA‑negative but immunotherapy‑resistant patients via TCR repertoire and spatial transcriptomics signatures,Speaker described divergent TCR richness correlating with ctDNA kinetics and a spatial transcriptomics immune‑suppressed signature,CrisPRO can model TCR diversity dynamics and spatial gene‑expression patterns to predict resistance beyond ctDNA alone
presidential-address-mapping-the-molecular-landscape-of-head-and-neck-cancer-to-::unknown::1,Lillian L. Siu,"Princess Margaret Cancer Centre, University of Toronto",presidential-address-mapping-the-molecular-landscape-of-head-and-neck-cancer-to-,trial_design_improvement,high,Implement adaptive enrollment that only randomizes patients after confirmed MRD negativity for macroscopic disease and real‑time ctDNA clearance,"Speaker admitted that ""MRD is not MRD unless you really confirm"" and that the trial enrolled only two patients for randomization","CrisPRO can provide a real‑time decision engine linking assay results to eligibility, reducing dilution of therapeutic signal"
presidential-select-symposium-targeting-stage-0-precision-based-prevention::unknown::1,Dr. Sharon Plon,Baylor College of Medicine,presidential-select-symposium-targeting-stage-0-precision-based-prevention,biomarker_stratification_gap,high,"Lack of validated risk thresholds for which newborns with pathogenic variants will develop cancer creates an opportunity for CrisPRO to develop predictive models integrating genotype, family history, and epigenetic data.","Speaker said: ""We don't know how many positives might not have developed a tumor""","CrisPRO can generate individualized risk scores to prioritize carriers for surveillance, reducing over‑diagnosis."
presidential-select-symposium-targeting-stage-0-precision-based-prevention::unknown::1,Dr. Sharon Plon,Baylor College of Medicine,presidential-select-symposium-targeting-stage-0-precision-based-prevention,trial_design_improvement,medium,The NCARE trial randomizes mothers to focused vs full panels without adaptive enrichment; CrisPRO could design adaptive trial simulations to optimize panel composition.,"Speaker said: ""We will randomize mothers to either the focus panel or the full panel, look at their acceptability of these two options""",Use computational modeling to predict power and cost impact of different panel sizes before launch.
presidential-select-symposium-targeting-stage-0-precision-based-prevention::unknown::2,John Burn,Newcastle University,presidential-select-symposium-targeting-stage-0-precision-based-prevention,resistance_mechanism_addressable,high,"Unclear why low‑dose aspirin works better; CrisPRO could model aspirin‑mediated pathways (platelet COX‑1 inhibition, mTOR, PIK3CA) to identify predictive biomarkers.","Speaker said: ""We don't fully understand why the smallest dose had the fewest cancers""",Integrate multi‑omics data to predict which carriers benefit most from specific aspirin doses.
presidential-select-symposium-targeting-stage-0-precision-based-prevention::unknown::2,John Burn,Newcastle University,presidential-select-symposium-targeting-stage-0-precision-based-prevention,combination_partner,medium,Potential to combine low‑dose aspirin with emerging vaccines or microbiome modulators to enhance prevention.,Speaker mentioned platelets and aspirin synergy with vaccine work from Cambridge group,Use computational synergy scoring to prioritize combination regimens for trials.
presidential-select-symposium-targeting-stage-0-precision-based-prevention::unknown::3,Nora Disis,University of Washington,presidential-select-symposium-targeting-stage-0-precision-based-prevention,biomarker_stratification_gap,high,Identify which Lynch syndrome carriers have the highest neoantigen load to prioritize for vaccination; CrisPRO can predict immunogenic frameshift peptides.,"Speaker said: ""Frameshift mutations are immunogenic and can act as neoantigens""",Computational neoantigen ranking to refine vaccine target selection.
presidential-select-symposium-targeting-stage-0-precision-based-prevention::unknown::3,Nora Disis,University of Washington,presidential-select-symposium-targeting-stage-0-precision-based-prevention,trial_design_improvement,medium,Incorporate serial ctDNA monitoring as a surrogate endpoint to reduce trial duration.,Speaker noted lack of data on how many positives might not develop a tumor,Model ctDNA dynamics to predict cancer emergence and power calculations.
presidential-select-symposium-targeting-stage-0-precision-based-prevention::unknown::4,Joanne Elmore,UCLA School of Medicine,presidential-select-symposium-targeting-stage-0-precision-based-prevention,platform_superiority_angle,high,"CrisPRO can provide explainable AI outputs with mechanistic rationale, addressing the black‑box concern raised by the speaker.","Speaker said: ""I don't understand the black box, so I'm having the AI give me words to explain why it's calling someone high risk versus low risk""",Integrate interpretable models that output feature importance linked to pathology findings.
presidential-select-symposium-targeting-stage-0-precision-based-prevention::unknown::4,Joanne Elmore,UCLA School of Medicine,presidential-select-symposium-targeting-stage-0-precision-based-prevention,bias_and_generalizability,high,Develop bias‑mitigation pipelines to ensure AI performance across diverse skin types and demographic groups.,"Speaker said: ""The algorithm was systematically discriminating against black patients because it used health costs as a proxy for health needs""",Use multi‑ethnic training datasets and fairness constraints within CrisPRO framework.
programmed-cell-death-mechanisms-and-therapeutic-opportunities::unknown::1,Andreas Strasser,Walter and Eliza Hall Institute,programmed-cell-death-mechanisms-and-therapeutic-opportunities,biomarker_stratification_gap,high,Identify tumors with low STING expression that may benefit from strategies to up‑regulate STING before combining with BH3 mimetics,Our research question is how can we increase STING expression in cancer cells that actually have very low levels of STING,CrisPRO can integrate transcriptomic and epigenetic data to predict STING‑low tumors and suggest epigenetic modifiers to raise STING levels
programmed-cell-death-mechanisms-and-therapeutic-opportunities::unknown::1,Andreas Strasser,Walter and Eliza Hall Institute,programmed-cell-death-mechanisms-and-therapeutic-opportunities,combination_partner,medium,Leverage CrisPRO to predict which cancers will show synergistic response to STING agonist + BH3 mimetic combos based on cGAS‑STING pathway activation signatures,We think that combining STING agonists with BH3 mimetic drug may be going forward into clinical assessments,CrisPRO can model pathway cross‑talk and rank combination efficacy across tumor types
programmed-cell-death-mechanisms-and-therapeutic-opportunities::unknown::2,Larry Boyes,Dana‑Farber Cancer Institute,programmed-cell-death-mechanisms-and-therapeutic-opportunities,combination_partner,high,Use CrisPRO to predict which solid‑tumor subtypes will exhibit strong mitotic‑arrest‑induced MCL‑1 depletion and thus respond to BCL‑XL degradation plus taxanes,"We believe that paclitaxel leads to a dramatic downregulation of MCL‑1, and the degrader eliminates BCL‑XL, driving synergistic apoptosis",CrisPRO can model drug‑induced proteome dynamics to prioritize tumor types for this combination
programmed-cell-death-mechanisms-and-therapeutic-opportunities::unknown::2,Larry Boyes,Dana‑Farber Cancer Institute,programmed-cell-death-mechanisms-and-therapeutic-opportunities,biomarker_stratification_gap,high,"Identify tumors with high BCL‑XL dependence (e.g., via BH3 profiling) to select patients for DT2216 therapy",Across ovarian cancer patient specimens we saw indications of BCL‑XL dependence regardless of prior therapy,CrisPRO can integrate BH3 profiling data with transcriptomics to generate a BCL‑XL dependence score
programmed-cell-death-mechanisms-and-therapeutic-opportunities::unknown::2,Larry Boyes,Dana‑Farber Cancer Institute,programmed-cell-death-mechanisms-and-therapeutic-opportunities,trial_design_improvement,medium,"Design a trial that incorporates a thrombopoietin agonist (e.g., romiplostim) to mitigate platelet toxicity of BCL‑XL inhibitors",Treating mice with romiplostim before navitoclax prevented severe thrombocytopenia,CrisPRO can simulate hematopoietic compartment effects of dosing schedules to optimize safety
programmed-cell-death-mechanisms-and-therapeutic-opportunities::unknown::3,Larry Boyes,Dana‑Farber Cancer Institute,programmed-cell-death-mechanisms-and-therapeutic-opportunities,platform_superiority_angle,high,Demonstrate that PROTAC‑mediated degradation of BCL‑XL yields deeper target knock‑down and less adaptive up‑regulation than inhibition,"Degrader leads to near‑complete loss of BCL‑XL within 24 h, whereas inhibition causes BCL‑XL protein accumulation",CrisPRO can quantify degradation kinetics versus inhibition across cell lines to support PROTAC advantage
programmed-cell-death-mechanisms-and-therapeutic-opportunities::unknown::3,Larry Boyes,Dana‑Farber Cancer Institute,programmed-cell-death-mechanisms-and-therapeutic-opportunities,combination_partner,medium,"Identify additional mitotic‑arrest agents (e.g., PLK1, Aurora kinase inhibitors) that synergize with BCL‑XL degradation",Any agent that induces mitotic arrest synergizes very well with BCL‑XL degradation,CrisPRO can predict synergy scores for BCL‑XL degrader with a library of mitotic inhibitors
prostate-cancer-basic-to-clinical-advances::unknown::1,Arul Chinnaiyan,University of Michigan,From Molecular Mechanisms to Therapeutic Opportunity in Prostate Cancer,biomarker_stratification_gap,high,Identify tumor subsets with sufficient AR and p300/CBP expression to predict DELTAC sensitivity,Speaker said: the levels of AR and p300 are elevated... we are using models where AR is often amplified,CrisPRO can integrate transcriptomic and proteomic data to define quantitative thresholds for AR/p300 co‑dependency
prostate-cancer-basic-to-clinical-advances::unknown::1,Arul Chinnaiyan,University of Michigan,From Molecular Mechanisms to Therapeutic Opportunity in Prostate Cancer,resistance_mechanism_addressable,medium,"Predict emergence of antigen loss or compensatory pathways (e.g., BRD4 displacement) that may confer resistance to DALTACs",Speaker noted loss of BRD4 and Pol II at AR sites after DELTAC treatment,CrisPRO can model network rewiring after domain alteration to anticipate compensatory dependencies
prostate-cancer-basic-to-clinical-advances::unknown::2,Johan de Bono,The Royal Marsden and ICR,From Molecular Mechanisms to Therapeutic Opportunity in Prostate Cancer,combination_partner,high,Combine AR‑BRD4 glue with PARP inhibition to exploit reported myeloid clearance and enhance response,Speaker mentioned a paper under review showing PARP inhibition clears the myeloid compartment,CrisPRO can predict synergistic interactions between chromatin‑targeting glues and DNA‑damage response inhibitors
prostate-cancer-basic-to-clinical-advances::unknown::2,Johan de Bono,The Royal Marsden and ICR,From Molecular Mechanisms to Therapeutic Opportunity in Prostate Cancer,biomarker_stratification_gap,medium,Develop quantitative DLL3 thresholds to select patients for gocatumig therapy,Speaker noted lack of strong association between DLL3 levels and response in the trial,"CrisPRO can integrate IHC, transcriptomics, and spatial data to define predictive DLL3 expression cutoffs"
prostate-cancer-basic-to-clinical-advances::unknown::3,Misha Beltran,Dana-Farber Cancer Institute,From Molecular Mechanisms to Therapeutic Opportunity in Prostate Cancer,biomarker_stratification_gap,high,"Create a CrisPRO‑driven composite biomarker integrating DLL3 IHC, PET imaging, and spatial transcriptomics to predict responder status",Speaker said: DLL3 expression did not strongly correlate with response in our trial,CrisPRO can model spatial heterogeneity and predict antigen loss dynamics
prostate-cancer-basic-to-clinical-advances::unknown::3,Misha Beltran,Dana-Farber Cancer Institute,From Molecular Mechanisms to Therapeutic Opportunity in Prostate Cancer,resistance_mechanism_addressable,medium,Use CrisPRO to identify tumors where EZH2 inhibition will drive neuroendocrine gene up‑regulation and avoid those patients,Speaker said: EZH2 inhibition in neuroendocrine models up‑regulated neuronal transcription factors,Predict transcriptional rewiring after EZH2 blockade to flag high‑risk cases
prostate-cancer-basic-to-clinical-advances::unknown::3,Misha Beltran,Dana-Farber Cancer Institute,From Molecular Mechanisms to Therapeutic Opportunity in Prostate Cancer,combination_partner,medium,"Pair DLL3 T‑cell engagers with agents that prevent antigen loss (e.g., epigenetic modulators) identified by CrisPRO simulations",Speaker noted acquired resistance via lower DLL3 levels after treatment,Simulate combination effects on DLL3 expression stability
radioligand-therapy-immunity-and-biological-mechanisms::unknown::1,David (Dave) [LastName],University/Institution (unspecified),radioligand-therapy-immunity-and-biological-mechanisms,biomarker_stratification_gap,high,Develop a CrisPRO‑enabled assay to quantify circulating soluble B7H3 2‑Ig isoform and tumor‑specific 4‑Ig expression to select patients most likely to benefit from BetaBART,"Speaker said: ""the circulating two is a potential pseudo target, in effect, a decoy or a sink that's not widely appreciated""",CrisPRO can integrate proteomic and transcriptomic data to model isoform‑specific binding and predict patient‑level sink effects
radioligand-therapy-immunity-and-biological-mechanisms::unknown::1,David (Dave) [LastName],University/Institution (unspecified),radioligand-therapy-immunity-and-biological-mechanisms,trial_design_improvement,medium,"Redesign the BetaBART trial to include a biomarker‑enriched cohort (high 4‑Ig, low soluble 2‑Ig) and a control arm receiving the cold antibody plus external beam radiation to isolate Fc‑mediated effects","Speaker noted that ""cold antibody by itself as monotherapy has no effect"" yet the Fc may still play a role",CrisPRO can simulate trial outcomes under different stratification scenarios to prioritize designs
radioligand-therapy-immunity-and-biological-mechanisms::unknown::1,David (Dave) [LastName],University/Institution (unspecified),radioligand-therapy-immunity-and-biological-mechanisms,resistance_mechanism_addressable,high,"Use CrisPRO to design next‑generation anti‑B7H3 constructs that avoid the soluble 2‑Ig decoy (e.g., bispecific formats or engineered Fc‑silencing) to overcome the identified resistance mechanism",Speaker highlighted the decoy sink as a confounder for therapy efficacy,Computational protein design within CrisPRO can generate variants with enhanced 4‑Ig specificity and reduced off‑target binding
