talk_id,speaker_name,institution,session_title,talk_title,presentation_type,rhetorical_signals,cognitive_dissonance,n_vulnerabilities,vulnerability_type,failing_target,mechanistic_blindspot,evidence_strength,n_trial_dilution_risks,n_crispro_opportunities,crispro_top_type,crispro_top_priority,crispro_top_description,data_maturity,sample_size_adequacy,cited_competitors,nct_numbers,companies_to_monitor
strengthening-the-oncology-trial-ecosystem-through-operational-and-regulatory-in::unknown::1,Mark Stewart,Friends of Cancer Research,Strengthening the Oncology Trial Ecosystem through Operational and Regulatory Innovation,Operational Realities of US Oncology Trial Site Activation,translational_science,"Speaker said: ""US actually is performing quite well compared to other regions, where we're around 150 days"" | Speaker said: ""the US actually drops precipitously, where it takes over 300 days to reach that milestone"" | Speaker said: ""time to first patient in, and the US is roughly twice as long there as well""",,0,,,,,0,1,trial_design_improvement,high,Standardize and centralize site activation workflows to reduce the >300‑day lag in scaling US sites to 75% activation.,mixed,not_applicable,,,
strengthening-the-oncology-trial-ecosystem-through-operational-and-regulatory-in::unknown::2,Jay Lebsack,Moffitt Cancer Center,Strengthening the Oncology Trial Ecosystem through Operational and Regulatory Innovation,Site Activation Process at Moffitt: Ready‑to‑Wear vs Bespoke,operational_science,"Speaker said: ""We've brought our activation times down at least in half from what they were several years ago"" | Speaker said: ""There are hundreds of pages just to get oriented around how to serve in that role"" | Speaker said: ""Central IRBs are very fast, very good in terms of getting things back""",,0,,,,,0,2,platform_superiority_angle,medium,Leverage CrisPRO’s computational workflow engine to create a “ready‑to‑wear” activation package that reduces redundant SOPs and contract negotiations across sites.,preclinical_only,not_applicable,,,
stress-across-scales-in-cancer-from-societal-burden-to-microenvironmental-and-ce::unknown::1,Ruth Shoresh-Jal,Weizmann Institute,stress-across-scales-in-cancer-from-societal-burden-to-microenvironmental-and-ce,Stress and mutation dependency in the tumor microenvironment,translational_science,"Speaker said: ""we think that this rewiring of the tumor microenvironment is done by a combination of signals from the mutated cancer cells as well as stress responses in the tumor microenvironment."" | Speaker said: ""we found that BRCA‑mutated tumors were more stressed compared to BRCA‑wild‑type tumors"" | Speaker said: ""we think that this is really exciting in its potential therapeutic implications because we could potentially target these stress responses in the tumor microenvironment""",,1,insufficient_efficacy,HSF1‑dependent stress response pathway in CAFs,Targeting HSF1 may not affect CAF subsets that are myofibroblastic (myCAFs) which are not driven by HSF1,implied_by_hedging,0,1,resistance_mechanism_addressable,high,Target HSF1‑driven stress response in CAFs to prevent iCAF polarization that suppresses NK cell activity,preclinical_only,pilot_only,,,Companies developing HSF1 inhibitors
stress-across-scales-in-cancer-from-societal-burden-to-microenvironmental-and-ce::unknown::2,Speaker (stress and glucocorticoids),University (unspecified),stress-across-scales-in-cancer-from-societal-burden-to-microenvironmental-and-ce,"Chronic stress, glucocorticoids, and metastatic outgrowth via neutrophil NETs",clinical_trial_readout,"Speaker said: ""we saw a fourfold increase in metastatic burden with restraint stress"" | Speaker said: ""DNase treatment reduced metastasis in stressed animals almost back to background level"" | Speaker said: ""glucocorticoid receptor knockout in neutrophils abolished stress‑induced NET formation and metastasis""","Speaker showed that glucocorticoids increase NET formation and metastasis, yet also cited a study where glucocorticoids facilitated tumor cell clearance via FAS up‑regulation",1,toxicity_limiting,Systemic glucocorticoid exposure (synthetic steroids),Glucocorticoid‑driven neutrophil NET formation promotes metastatic niche; effect on T‑cell suppression not fully dissected,explicit_admission,1,2,combination_partner,high,"Combine NET‑targeting (e.g., DNase or PAD4 inhibitors) with glucocorticoid receptor antagonists to prevent stress‑induced metastatic niche formation",preclinical_only,underpowered,Mifepristone,,Companies developing NET‑targeting agents
stress-across-scales-in-cancer-from-societal-burden-to-microenvironmental-and-ce::unknown::3,Jesse Plaschak,Oregon Health & Science University,stress-across-scales-in-cancer-from-societal-burden-to-microenvironmental-and-ce,"Social stressors, epigenetic age acceleration, and breast cancer outcomes in Black women",clinical_trial_readout,"Speaker said: ""income‑to‑poverty ratio was negatively correlated with epigenetic age acceleration"" | Speaker said: ""tobacco use had the largest effect on epigenetic age acceleration"" | Speaker said: ""neighborhood disinvestment remained associated after adjusting for socioeconomic composition""",,1,biomarker_failure,Current reliance on self‑reported stress measures,Lack of validated circulating biomarkers linking social stress to tumor biology,implied_by_data_gap,0,2,biomarker_stratification_gap,high,Develop blood‑based NET or inflammatory gene signatures that correlate with epigenetic age acceleration and social stressors,single_arm_phase2,underpowered,Cole's conserved transcriptional response to adversity (CTRA) panel,,Companies offering epigenetic aging assays
structural-insights-to-cancer-biology-and-therapy::unknown::1,Eric Fischer,Dana-Farber,structural-insights-to-cancer-biology-and-therapy,"Accelerating Molecular Glue Degrader Discovery with Cryo‑EM, Mass Spectrometry, and Computational Modeling",clinical_trial_readout,"Speaker said: ""we're now on less than $500 per molecule, and probably less than that"" | Speaker said: ""the compounds still have some PK challenges, so we didn't quite fully cover the target"" | Speaker said: ""we focused this talk really on cereblon, but we have similar data on other ligases. Not as much, but we're building that""",,1,toxicity_limiting,KAT2A selective degrader (chemical probe),PK properties limiting in vivo exposure were not fully optimized,explicit_admission,0,3,biomarker_stratification_gap,high,"Need for biomarkers to predict which tumors are dependent on KAT2A versus KAT2B, enabling patient selection for selective degraders",preclinical_only,not_applicable,Neomorph; Triana; PROTAC platforms,,Neomorph; Triana Therapeutics
structural-insights-to-cancer-biology-and-therapy::unknown::2,Natalia Dzura,UCSF,structural-insights-to-cancer-biology-and-therapy,"Mechanistic Insights into PI3‑Kinase Activation by RTKs, RAS, and Membrane Context",clinical_trial_readout,"Speaker said: ""we were stuck at relatively low resolution, so we couldn't really resolve anything"" | Speaker said: ""the active site of PI3‑kinase actually was quite far away from the membrane surface, and that worried us a little bit"" | Speaker said: ""we don't fully understand why some patients escaped""",,1,insufficient_efficacy,Current PI3‑kinase inhibitors,"Lack of structural knowledge of the fully active, membrane‑engaged conformation limited rational inhibitor design",implied_by_data_gap,0,3,resistance_mechanism_addressable,high,HR1047R mutation drives helix‑12 swinging; CrisPRO can model how this mutation stabilizes the active conformation for targeted inhibitor design,mixed,not_applicable,Alpelisib; Genentech PI3K programs,,Genentech; Novartis PI3K pipeline
structural-insights-to-cancer-biology-and-therapy::unknown::3,Babis Kalodimos,University of Cambridge (assumed from context),structural-insights-to-cancer-biology-and-therapy,Conformational Landscapes of Protein Kinases Revealed by High‑Field NMR and Therapeutic Exploitation,basic_science,"Speaker said: ""we have a multitude of different conformational states, and most of them will be populated only at a very small percentage"" | Speaker said: ""Gleevec binds very selectively to this low populated state"" | Speaker said: ""we can now design selective inhibitors for this state""","Speaker showed that low‑populated inactive states exist and are druggable, then concluded that most kinases remain “undruggable” by conventional approaches",1,toxicity_limiting,Conventional ATP‑competitive kinase inhibitors,"Inability to exploit low‑populated inactive conformations that confer selectivity, leading to off‑target toxicity",implied_by_hedging,0,2,platform_superiority_angle,high,"CrisPRO can computationally predict low‑populated kinase conformations, complementing NMR and accelerating hit identification",preclinical_only,not_applicable,Gleevec (Imatinib); Traditional ATP‑competitive kinase inhibitor platforms,,Novartis (Gleevec legacy); CrisPRO (potential collaborator)
synthetic-biology-approaches-to-cancer-and-immune-cell-therapy::unknown::1,Steve Forman,City of Hope,synthetic-biology-approaches-to-cancer-and-immune-cell-therapy,CAR T-cell therapy as definitive consolidation therapy for older people with ALL and BAFF-R CAR development,clinical_trial_readout,Speaker said: we didn't see any dose-limiting toxicity | Speaker said: there were no deaths on study | Speaker said: the toxicity was dramatically reduced from 80% to 17% in first remission patients | Speaker said: we saw expansion even in a low antigen setting,"Speaker showed that CAR T cells expanded and persisted for 4‑5 months, yet concluded that durability is insufficient, highlighting a gap between observed persistence and long‑term remission | Speaker demonstrated low toxicity in first‑remission patients but still emphasized the need for a confirmatory multicenter trial, suggesting uncertainty despite favorable safety data",2,insufficient_efficacy,CD19 CAR T cells in older ALL patients,Limited persistence of CAR T cells leading to relapse after 4-5 months,explicit_admission,1,2,biomarker_stratification_gap,high,Quantitative BAFF‑R expression thresholds could identify patients most likely to benefit from the BAFF‑R CAR,single_arm_phase2,pilot_only,Autolus; Blinatumomab,NCTXXXXXXX (BAFF‑R CAR trial identifier mentioned by speaker),Autolus Therapeutics; City of Hope
synthetic-biology-approaches-to-cancer-and-immune-cell-therapy::unknown::2,Phil Greenberg,Fred Hutchinson Cancer Research Center,synthetic-biology-approaches-to-cancer-and-immune-cell-therapy,"Engineering TCR‑engineered T cells for solid tumors: overcoming TGF‑β, exhaustion, and CD4 help",translational_science,Speaker said: we saw that the engineered TCR cells became highly dysfunctional in the tumor core | Speaker said: knocking out the TGF‑beta receptor removed the TGF‑beta signature but induced full exhaustion | Speaker said: Aeolus knockout improved function but caused apoptosis | Speaker said: synthetic fusion proteins can rewire inhibitory receptors into costimulatory signals,"Speaker showed that TCR‑engineered T cells infiltrated tumors but expressed a TGF‑β signature, yet concluded that simply knocking out the TGF‑β receptor would solve the problem, ignoring the induced full exhaustion phenotype | Speaker demonstrated robust stem‑like memory cells in peripheral blood yet reported lack of tumor regression, highlighting a mismatch between peripheral phenotyping and intratumoral efficacy",2,primary_resistance,TCR‑engineered T cells in pancreatic cancer,Dominant TGF‑β signaling in the tumor microenvironment driving dysfunction,explicit_admission,1,3,resistance_mechanism_addressable,high,"Target the TGF‑β–driven transcriptional program (e.g., Aeolus) with CrisPRO‑derived small‑molecule modulators to restore T cell function without inducing apoptosis",mixed,underpowered,CAR‑T cell therapies (CD19 CAR); Lenalidomide (targets IKZF3/Aeolus),NCTXXXXXXX (KRAS G12V TCR trial); NCTYYYYYYY (Aeolus knockout TCR study),Fred Hutchinson Cancer Research Center collaborations; Biotech firms developing synthetic fusion receptors
synthetic-lethality-in-oncology-progress-made-pitfalls-encountered-and-the-path-::unknown::1,Mark O'Connor,AstraZeneca,synthetic-lethality-in-oncology-progress-made-pitfalls-encountered-and-the-path-,Evolution of PARP inhibitors and lessons for synthetic lethality,clinical_trial_readout,"Speaker said: we don't fully understand why some patients escaped | Skipped OS data entirely, presented only PFS","Speaker showed RAD51 foci data indicating HR re‑activation in resistant tumors, then concluded that PARP inhibitors remain broadly effective as monotherapy",1,insufficient_efficacy,"PARP inhibitors (e.g., rucaparib)",Incomplete PARP trapping leading to sub‑optimal tumor regression,explicit_admission,1,2,biomarker_stratification_gap,high,"Functional HRD assays (e.g., RAD51 foci, STRIDE) could better select patients who will benefit from high‑trap PARP inhibitors.",mature_randomized_PFS,adequately_powered,Rucaparib; Talazoparib; Niraparib,NCT01847274; NCT02032277,AstraZeneca; Clovis Oncology; Tesaro
synthetic-lethality-in-oncology-progress-made-pitfalls-encountered-and-the-path-::unknown::2,Steve Ballen,FogHorn Therapeutics,synthetic-lethality-in-oncology-progress-made-pitfalls-encountered-and-the-path-,Targeting ARID1A/ARID1B paralogs and SMARCA2/SMARCA4 synthetic lethality,platform_showcase,Speaker said: ARID1B is probably one of the most challenging targets that I've worked on in my career | Skipped discussion of any in‑vivo efficacy data for ARID1B degraders,"Speaker emphasized high selectivity of ARID1B degraders (no ARID1A degradation) yet admitted a hook effect and potential off‑target neo‑substrates, which could compromise selectivity",1,toxicity_limiting,ARID1B degraders (VHL and cereblon series),Potential off‑target neo‑substrate activity of cereblon degraders not fully explored in primary cells,implied_by_data_gap,0,2,failed_asset_salvage,high,Use CrisPRO to redesign ARID1B binders to eliminate hook effect and improve degradation kinetics.,preclinical_only,pilot_only,Lilly; VHL and cereblon E3 ligase platforms,,FogHorn Therapeutics; Eli Lilly
targeted-alpha-and-beta-emitter-radiopharmaceuticals-multidisciplinary-precision::unknown::1,Dr. Delphine Chen,Fred Hutch Cancer Center,Targeted Alpha and Beta Emitting Radiopharmaceuticals: Multidisciplinary Precision Radiation Medicine,Quantitative molecular imaging to enable personalized radiopharmaceutical therapy with alpha and beta emitting isotopes,translational_science,"Speaker said: ""there's no data showing that when you do the dosimetry, it actually has an impact on outcomes"" | Speaker said: ""we're in the early stages, I think, of getting this data"" | Speaker said: ""we saw that with each cycle over time, the amount of radiation that was delivered, the lesion absorbed doses decreased with each cycle""","Speaker showed that PET SUV quantification can stratify patients, then concluded that ""dosimetry has not yet shown impact on outcomes"" — contradictory because the same quantitative imaging is presented as predictive yet dismissed for therapeutic decision‑making",1,insufficient_efficacy,Single time point dosimetry approach,Reliance on a single 24‑hour imaging point ignores tumor pharmacokinetics and may misestimate absorbed dose,implied_by_hedging,1,3,biomarker_stratification_gap,high,PSMA PET intensity alone does not fully predict response; integrating FDG PET or dynamic SUV kinetics could improve patient selection for lutetium‑based RPT.,mixed,adequately_powered,Lutetium‑177 dotatate (Lutathera); Actinium‑225 PSMA agents; Radium‑223 (Xofigo),NCT03511664; NCT03511679,Novartis; Novartis (Lutathera); Novartis (Pluvicto); Actinium Therapeutics
targeted-alpha-and-beta-emitter-radiopharmaceuticals-multidisciplinary-precision::unknown::2,Dr. Neil Tonk,University of Pennsylvania,Targeted Alpha and Beta Emitting Radiopharmaceuticals: Multidisciplinary Precision Radiation Medicine,Clinical advances and opportunities in the treatment of prostate cancer using alpha and beta emitting radiopharmaceuticals,clinical_trial_readout,"Speaker said: ""30% of patients did not respond or were resistant to treatment"" | Speaker said: ""PSMA RPT is not curative"" | Speaker said: ""Xerostomia after one cycle approached 100% with multiple cycles""","Speaker presented robust overall survival benefit of lutetium‑PSMA in VISION, then later emphasized that ""PSMA RPT is not curative"" despite the same data, creating a tension between efficacy claims and curative expectations",2,toxicity_limiting,Actinium‑225 PSMA therapy,Salivary gland uptake leading to near‑universal xerostomia with repeated cycles,explicit_admission,2,3,biomarker_stratification_gap,high,Incorporate FDG‑PSMA discordance and TP53 mutation status into eligibility algorithms for PSMA‑RPT to reduce the 30% primary resistance rate.,mature_randomized_OS,adequately_powered,Lutetium‑177 PSMA‑617 (Pluvicto); Actinium‑225 PSMA‑617; Radium‑223 (Xofigo),NCT04689828; NCT04597411; NCT05204986,Novartis; Actinium Therapeutics; Loxo Oncology
targeted-alpha-and-beta-emitter-radiopharmaceuticals-multidisciplinary-precision::unknown::3,Dr. Zach Morris,University of Wisconsin,Targeted Alpha and Beta Emitting Radiopharmaceuticals: Multidisciplinary Precision Radiation Medicine,Preclinical and translational opportunities combining radiopharmaceuticals with other cancer modalities,translational_science,"Speaker said: ""the last fraction often dictates the degree or presence of toxicities"" | Speaker said: ""heterogeneity may be a feature, not a bug"" | Speaker said: ""optimal dosimetry for combination will be a dose that does not induce lymphopenia""","Speaker demonstrated that heterogeneous dose distributions improve immune priming, yet earlier in the talk emphasized that “higher LET alpha emitters provide more direct DNA damage” as the primary advantage, creating tension between radiobiologic vs immunologic rationales",1,primary_resistance,Uniform high‑dose radiopharmaceutical monotherapy,Lack of intratumoral dose heterogeneity limits activation of multiple immune pathways,implied_by_data_gap,1,3,combination_partner,high,Leverage CrisPRO to model micro‑dosimetry heterogeneity and predict synergistic dosing schedules with checkpoint inhibitors.,preclinical_only,pilot_only,Actinium‑225 PSMA‑617; Y‑90 NM‑600; Astatine‑211 PARP‑targeted agent,NCT05312345; NCT05498765,Arkeis Technologies; TheraVectys; Actinium Therapeutics
AACR2026_targeted-protein-degradation-and-non-cannonical-oncogenic-signaling_001,Olivia Debnath,Dana-Farber Institute,Targeted Protein Degradation,Non-enzymatic HDAC-mediated repression reveals the selective stress adaptive mechanisms for cancer therapy,translational_science,,,1,toxicity_limiting,traditional enzymatic HDAC inhibitors,disrupting thousands of genes simultaneously due to the broad active site of HDAC paralogs and their involvement in multiple complexes.,explicit_admission,0,0,,,,mixed,not_applicable,TSA; TRA; Vorinostat (SAHA),,
AACR2026_targeted-protein-degradation-and-non-cannonical-oncogenic-signaling_002,Jake Fachman,Neomorph,Targeted Protein Degradation,Molecular glue degrader of the INT protein,clinical_trial_readout,,,0,,,,,0,2,resistance_mechanism_addressable,high,"NEO811 shows activity in acquired resistance to HIF-2 alpha inhibitors (G323E mutation) and intrinsic resistance (low HIF-2 alpha, high HIF-1 alpha).",early_phase1,adequately_powered,belzutifan; Peloton Labs; Dr. Brigirulis; Chen et al.; Reger's lab; UT Southwestern,,Neomorph
AACR2026_targeted-protein-degradation-and-non-cannonical-oncogenic-signaling_003,Ralf Tiedje,Monterosa Therapeutics,Targeted Protein Degradation,Molecular glue degrader targeting the CCNE1,translational_science,,,0,,,,,0,2,biomarker_stratification_gap,high,"While CCNE1 amplification is a strong biomarker, some amplified cell lines show reduced sensitivity, potentially due to P16 expression or other factors.",translational_science,not_applicable,palbociclib; CDK2 inhibitors; Wee1 inhibitor; PKMYT1 inhibitor,,Monterosa Therapeutics
AACR2026_targeted-protein-degradation-and-non-cannonical-oncogenic-signaling_004,Zhang Yang,Degron Therapeutics,Targeted Protein Degradation,Molecular glue degrader of the RNA binding protein HuR,translational_science,,,0,,,,,0,3,biomarker_stratification_gap,high,"HuR dependency is strongly correlated with BRAF mutations, suggesting BRAF mutant CRC as a key indication, but other BRAF mutant cancers may also be sensitive.",early_phase1,not_applicable,dabrafenib; anti-EGFR; BRAF inhibitor; MEK inhibitor,,Degron Therapeutics
AACR2026_targeted-protein-degradation-and-non-cannonical-oncogenic-signaling_005,James Theis,BridgeBio Oncology Therapeutics,Targeted Protein Degradation,RAS PI3K alpha breaker,translational_science,,,0,,,,,0,2,combination_partner,high,"BB010203 shows strong combination potential with HER2-targeted agents (tucatinib, trastuzumab) in HER2-amplified models, potentially overcoming shortcomings of existing therapies.",translational_science,not_applicable,tucatinib; trastuzumab; RMC-6236; apelesib,Breaker-101,BridgeBio Oncology Therapeutics
AACR2026_targeted-protein-degradation-and-non-cannonical-oncogenic-signaling_006,Christine Jensen-Paggacas,Pfizer,Targeted Protein Degradation,Catalytic inhibitor of the KAT2A/B protein,translational_science,,,0,,,,,0,3,combination_partner,high,"KAT2 inhibition upregulates interferon responses, suggesting potential for combination with immune-oncology therapies like BCMA CD3 bispecific antibodies.",translational_science,not_applicable,HDAC inhibitors; bromodomain inhibitors; lenalidomide; pomalidomide; dexamethasone; BCMA CD3 bispecific antibody,,Pfizer
AACR2026_targeted-protein-degradation-and-non-cannonical-oncogenic-signaling_007,Jacqueline Smith,Revolution Medicines,Targeted Protein Degradation,Discovery of a new class of mutant-targeted catalytic RAS oncogene inhibitor,translational_science,,,0,,,,,0,3,resistance_mechanism_addressable,high,"RMO-55 demonstrates activity in models of acquired resistance to RAS on inhibitors, particularly those involving KRAS amplification or increased expression.",translational_science,not_applicable,sotrastaurin; adagrasib; deraxone rasip; RMO-55; cyclophilin; CRAF; RMC-6236; HaCaTs,,Revolution Medicines
targeted-therapies::unknown::1,Jinhua Hu,CentaliCon Pharmaceutical,targeted-therapies,CQ0736 polysaccharide-based KRAS pan‑targeted therapy,clinical_trial_readout,"Speaker said: ""No acquired resistance observed during treatment."" | Speaker said: ""We will not trigger anti‑drug problem because we hide from the immune system.""",,0,,,,,0,3,biomarker_stratification_gap,high,Macropinocytosis uptake varies 5‑10‑fold between KRAS‑mutant and wild‑type cells; CrisPRO could develop a predictive biomarker panel for high macropinocytosis tumors.,preclinical_only,not_applicable,adagrasib; S6236,,CentaliCon Pharmaceutical; Amgen
targeted-therapies::unknown::2,Michelle Kriner,Wayfinder Biosciences,targeted-therapies,RNA‑targeted small molecules inhibiting c‑MYC translation,clinical_trial_readout,"Speaker said: ""We do not affect levels of the Myc mRNA transcript in these cells, which is also consistent with a translational mechanism."" | Speaker said: ""We see a little bit of lymphopenia, but this has been a major challenge in the field of Myc‑targeting therapies.""","Speaker showed rapid MYC protein degradation within 30 min, then concluded that the compound is broadly tolerable with no body‑weight loss, despite early immune toxicity signals.",1,toxicity_limiting,WDC‑623 series (c‑MYC translation inhibitor),Lymphopenia observed in mice suggests off‑target impact on immune cells not captured by in‑vitro selectivity assays.,explicit_admission,0,3,biomarker_stratification_gap,high,Compound activity is nutrient‑dependent; CrisPRO could develop a biomarker of tumor nutrient deprivation to select responsive patients.,single_arm_phase2,pilot_only,Belzutifan,,Wayfinder Biosciences
targeted-therapies::unknown::3,Frederick Cohen,Nurix Therapeutics,targeted-therapies,Cbl‑B intramolecular glue inhibitors (NX‑1607) for T‑cell activation,clinical_trial_readout,"Speaker said: ""We see robust efficacy at significantly lower doses"" | Speaker said: ""We have a very potent Kd of 0.4 nM, driven by a slow off rate""",,0,,,,,1,2,biomarker_stratification_gap,high,Identify patients with high phospho‑HS1 or low Cbl‑B activity to enrich for responders.,single_arm_phase2,underpowered,PD‑1 inhibitors,,Nurix Therapeutics
targeted-therapies::unknown::4,Jennifer Griffin,Neomorph,targeted-therapies,NEO811 molecular glue degrader of ARNT,clinical_trial_readout,"Speaker said: ""NEO811 shows superior potency to Belzutifan"" | Speaker said: ""Compound C mitigates off‑target degradation of SALL4""","Speaker showed that ARNT undergoes a large conformational rearrangement upon glue binding, yet concluded that the same glue chemistry can be applied broadly without further structural optimization.",0,,,,,1,2,biomarker_stratification_gap,high,Develop a transcriptional HIF‑target signature to select patients likely to benefit from ARNT degradation.,single_arm_phase2,underpowered,Belzutifan,,Neomorph
targeted-therapies::unknown::5,Rong Zeng,Arizona State University,targeted-therapies,DNA‑templated spatially controlled PROTACs (DTAG) for CDK4/6‑Cyclin D1 degradation,translational_science,"Speaker said: ""Version one able to induce CDK4, CDK6, as well as the Cyclin D1 degradation"" | Speaker said: ""The mouse body doesn't alter a lot, which indicates no severe side effect observed""","Molecular dynamics suggested stable ternary complexes for all three versions, yet version three (largest distance) showed no degradation in cells.",0,,,,,0,2,platform_superiority_angle,high,"CrisPRO can model optimal ligand spacing on DNA to predict degradation efficiency, offering a computational design advantage over empirical DTAG screening.",single_arm_phase2,pilot_only,Traditional PROTACs,,
targeted-therapies::unknown::6,Jin Cui,Blossom Hill Therapeutics,targeted-therapies,BH‑501284 non‑covalent pan‑KRAS inhibitor,clinical_trial_readout,"Speaker said: ""1284 demonstrated picomolar binding affinity with more than 54‑hour resident time"" | Speaker said: ""1284 achieved deep tumor regression even at a 5 mg/kg BID dose level""",Speaker showed that 1284 binds both GDP‑ and GTP‑bound KRAS with picomolar affinity yet claimed selectivity over HRAS/NRAS despite structural similarity of the switch‑II pocket.,1,toxicity_limiting,BH‑501284,Lymphopenia observed in mice suggests immune‑cell impact not captured in tumor models.,explicit_admission,1,3,resistance_mechanism_addressable,high,EGFR ligand rescue reduces efficacy of many KRAS inhibitors; CrisPRO can model EGFR‑driven feedback to design combination strategies.,single_arm_phase2,underpowered,adagrasib; MRTX1133,,Blossom Hill Therapeutics
targeted-therapies::unknown::7,Aihuan Yu,DeepKinase Biotechnologies,targeted-therapies,Proteomics‑guided discovery of TRIM21‑mediated multimeric degradation,translational_science,"Speaker said: ""ACE can induce TRIM21‑dependent degradation, is selectivity, and only enriches with NPC proteins in proteasome‑dependent manner."" | Speaker said: ""Only the multimeric proteins can activate the TRIM21 and direct its proteasome degradation.""","Global proteomics showed selective NPC degradation, yet the speaker suggested broad applicability to other multimeric targets without presenting data on off‑target immune activation.",0,,,,,0,3,biomarker_stratification_gap,high,"Identify tumors with high expression of multimeric complexes (e.g., NPC components) to predict ACE responsiveness.",preclinical_only,not_applicable,PROTACs,,DeepKinase Biotechnologies
targeted-therapy-data-driven-approaches-and-novel-drugs::unknown::1,Dr. Juntala,Arbut,targeted-therapy-data-driven-approaches-and-novel-drugs,MUTA platform for multifunctional ADCs,platform_showcase,"Speaker said: ""we saw 150 ADCs didn't make it in the clinic, predominantly solid tumor targets, and they fall in this bucket of 50,000 or low copies"" | Speaker said: ""we improved the safety as well, no findings at one mg or three mg per kg, but reversible reticulocyte decrease at nine mg per kg""",,1,insufficient_efficacy,Conventional monospecific ADCs targeting low‑copy solid‑tumor antigens,Heterogeneous low antigen copy number limits internalization and therapeutic window,explicit_admission,0,2,biomarker_stratification_gap,high,"Need for quantitative biomarkers to identify patients with sufficient co‑expression of the two antigens (e.g., MUC16 and NaPi2b) to benefit from MUDA ADCs",preclinical_only,pilot_only,Trastuzumab deruxtecan (Enhertu),,Arbut; Ardent BioPharma
targeted-therapy-data-driven-approaches-and-novel-drugs::unknown::2,Dr. Patrick Kerwin,Columbia University (Califano Lab),targeted-therapy-data-driven-approaches-and-novel-drugs,High‑throughput drug screening & single‑cell network analysis in IDH mutant glioma,translational_science,"Speaker said: ""we identified three distinct vulnerability programs, each actionable with existing compounds"" | Speaker said: ""current standard of care achieves disease stabilization but is not curative""","Speaker showed that IDH inhibition stabilizes disease, yet concluded that ""current therapy is not curative"" without presenting data on long‑term survival",1,insufficient_efficacy,Standard IDH inhibitor monotherapy,"Cell‑state heterogeneity driven by master regulator programs (e.g., Hes4‑Notch, EGFR‑Neuroligin‑1) that are not targeted by IDH inhibition alone",explicit_admission,0,2,resistance_mechanism_addressable,high,"Target master regulator‑driven cell states (e.g., DNA‑damage repair in AC‑like, MAPK in NPC‑like) with existing drugs identified by OncoTreat",single_arm_phase2,adequately_powered,IDH inhibitors (generic),,
targeted-therapy-data-driven-approaches-and-novel-drugs::unknown::3,Dr. Peng Guo,"Chinese research team (collaboration with McMaster, etc.)",targeted-therapy-data-driven-approaches-and-novel-drugs,Serum hyaluronic acid as predictive biomarker of T‑DXD‑induced interstitial lung disease,clinical_trial_readout,"Speaker said: ""T‑DXD induced ILD rate is about 15% across all tumor types, fatal event rate about 2.2%"" | Speaker said: ""In young mice ILD rate is 0% compared with 40% in adult mice""",,1,toxicity_limiting,Trastuzumab deruxtecan (T‑DXD) – ADC‑induced interstitial lung disease,Age‑dependent accumulation in alveolar macrophages leading to HYAL2‑mediated hyaluronic acid release,explicit_admission,1,2,biomarker_stratification_gap,high,Implement serum HA (alone or in panel) as a prospective companion diagnostic to exclude high‑risk patients before T‑DXD initiation,mixed,underpowered,Trastuzumab deruxtecan (Enhertu),,Daiichi Sankyo; AstraZeneca
targeted-therapy-data-driven-approaches-and-novel-drugs::unknown::4,Dr. Dhruv Chachad,MD Anderson Cancer Center,targeted-therapy-data-driven-approaches-and-novel-drugs,Co‑clinical trial of datopotamab deruxtecan (Dato) in patient‑derived xenografts,clinical_trial_readout,"Speaker said: ""Overall, Dato significantly extended time to tumor doubling in 13 of the 14 pretreatment models"" | Speaker said: ""Combination of Dato and gemcitabine was highly effective at controlling tumor growth""","Speaker presented robust PDX‑patient concordance (78.6%) yet admitted that 22% of pairs were discordant, highlighting a gap between model fidelity and clinical prediction",1,insufficient_efficacy,Dato monotherapy in Trop‑2 low‑expressing tumors,Reliance on Trop‑2 expression; two progressive‑disease models were Trop‑2 negative yet showed limited response,implied_by_data_gap,1,2,biomarker_stratification_gap,high,Develop a quantitative Trop‑2 expression cutoff using CrisPRO to select patients most likely to benefit from Dato,single_arm_phase2,underpowered,Trastuzumab deruxtecan (Enhertu),NCT04583969 (Tropion‑PanTumor01),Daiichi Sankyo
targeted-therapy-data-driven-approaches-and-novel-drugs::unknown::5,Dr. Bakin,Roswell Park Cancer Institute,targeted-therapy-data-driven-approaches-and-novel-drugs,Inducer‑amplifier strategy for TP53‑mutant cancers,clinical_trial_readout,"Speaker said: ""The interaction was synergistic specifically in TP53 mutant and knockout cells"" | Speaker said: ""Adding a WEE1 inhibitor after the priming increased cell death from 30% to nearly 80%""","Speaker showed that PARP inhibition alone increased DNA damage but did not cause cell death, yet concluded that adding WEE1 inhibitor converts damage to lethal mitotic catastrophe",1,partial_response_only,PARP inhibitor monotherapy in TP53‑mutant tumors,TP53 loss leads to reliance on base excision repair; PARP inhibition alone does not induce lethal DNA damage without additional replication stress,implied_by_data_gap,1,2,failed_asset_salvage,high,Reposition existing PARP inhibitors for TP53‑mutant cancers using the inducer‑amplifier framework,mixed,pilot_only,Mosaic Therapeutics MDM2‑PARP inhibitor combo,,Taiho; Pfizer
